MaChuyenXu;MaGiaoDan;NgayChuyen;NoiChuyen;LoaiChuyen;GhiChuChuyen;UpdateDate;MaGiaoXuRieng;DeleteClient
516;4795;;Ngọc Đồng, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2017-08-03 10:06:52;;0
517;3243;23/08/2017;Gx Hà Nội, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-08-21 21:30:01;;0
518;3244;23/08/2017;Gx Hà Nội, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-08-21 21:30:02;;0
519;3414;23/08/2017;Gx Hà Nội, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-08-21 21:30:02;;0
520;3240;14/09/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-09-14 16:35:23;;0
521;3241;14/09/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-09-14 16:35:23;;0
522;3242;14/09/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-09-14 16:35:24;;0
523;3931;14/09/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-09-14 16:35:24;;0
524;4815;;Đông Thành, Gp Thái Bình;1;;2017-09-18 21:29:05;;0
525;4821;;Hòa Bình, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2017-09-20 07:00:17;;0
526;4819;;Hòa Bình, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2017-09-20 07:05:20;;0
527;158;16/10/2017;Gx Tân Mai, Hạt Tân Mai Gp Xuân Lộc;2;;2017-10-16 06:58:04;;0
528;4082;16/10/2017;Gx Tân Mai, Hạt Tân Mai Gp Xuân Lộc;2;;2017-10-16 06:58:04;;0
529;4199;16/10/2017;Gx Tân Mai, Hạt Tân Mai Gp Xuân Lộc;2;;2017-10-16 06:58:05;;0
530;4842;;Sài Quất, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2017-11-08 07:10:40;;0
531;3053;27/11/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-11-26 11:06:45;;0
532;3054;27/11/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-11-26 11:06:45;;0
533;3055;27/11/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-11-26 11:06:46;;0
534;3865;27/11/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-11-26 11:06:46;;0
535;4506;27/11/2017;Gx Thánh Tâm, Hạt Hố Nai, Gp Xuân Lộc;2;;2017-11-26 11:06:46;;0
536;4848;;Chuyên Mỹ, Tgp Hà Nội;1;;2017-12-13 06:19:33;;0
537;4855;;Lộ Đức, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-01-07 22:42:27;;0
538;4515;;Lộ Đức, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-01-07 22:53:36;;0
539;4860;;Lộ Đức, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-01-07 23:04:33;;0
540;4862;24/09/2016;Hoa Kỳ;2;;2018-01-10 22:59:32;;0
541;4406;09/02/2018;Gx Mỹ Vân, Hạt Lạc An, Gp Phú Cường;2;;2018-02-09 16:08:31;;0
542;4729;09/02/2018;Gx Mỹ Vân, Hạt Lạc An, Gp Phú Cường;2;;2018-02-09 16:08:32;;0
543;4622;;Thượng Phúc, Hạt Lạc An, Gp Phú Cường;1;;2018-03-12 08:00:30;;0
544;4704;28/03/2018;Gx Thánh Đaminh, Hạt Tân Mai, Gp Xuân Lộc;2;;2018-03-28 06:54:25;;0
545;4891;;Hòa Bình, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-04-19 09:03:52;;0
546;4892;;Hòa Bình, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-04-19 09:13:00;;0
547;2224;;Trung Nghĩa. Hạt Hố Nai, Gp Xuân Lộc;2;;2018-04-23 06:49:51;;0
548;4893;;Gx Tiên Chu, Gh Hòa Thanh, Gp Xuân Lộc;1;;2018-04-24 07:03:22;;0
549;4894;;Gx Tiên Chu, Gh Hòa Thanh, Gp Xuân Lộc;1;;2018-04-24 07:06:54;;0
550;4899;;Thạch Lâm, Hạt Phương Lâm, Gp Xuân Lộc;1;;2018-04-27 10:29:22;;0
551;4900;;An Sơn, Gp;1;;2018-05-01 16:32:41;;0
552;4908;;Tiên Chu, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-05-15 16:48:22;;0
553;4912;;Lộ Đức, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-05-20 08:16:41;;0
554;4925;;Kẻ Sặt, Hạt Hố Nai, Gp Xuân Lộc;1;;2018-06-12 18:12:08;;0
555;4928;;Sài Quất, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-06-16 16:29:28;;0
556;4349;20/06/2018;Gx Thái Hòa, Gh Hòa Thanh, Gp Xuân Lộc;2;;2018-06-20 08:09:38;;0
557;4596;20/06/2018;Gx Thái Hòa, Gh Hòa Thanh, Gp Xuân Lộc;2;;2018-06-20 08:09:39;;0
558;4930;;Tiên Chu, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-06-21 08:05:20;;0
559;496;29/06/2018;Gx Phú Sơn, Hạt Phú Thịnh, Gp Xuân Lộc;2;;2018-06-29 10:21:46;;0
560;497;29/06/2018;Gx Phú Sơn, Hạt Phú Thịnh, Gp Xuân Lộc;2;;2018-06-29 10:21:47;;0
561;498;29/06/2018;Gx Phú Sơn, Hạt Phú Thịnh, Gp Xuân Lộc;2;;2018-06-29 10:21:47;;0
562;499;29/06/2018;Gx Phú Sơn, Hạt Phú Thịnh, Gp Xuân Lộc;2;;2018-06-29 10:21:47;;0
563;500;29/06/2018;Gx Phú Sơn, Hạt Phú Thịnh, Gp Xuân Lộc;2;;2018-06-29 10:21:47;;0
564;4765;;Thái Hòa, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-07-04 07:07:38;;0
565;4466;19/07/2018;Gx Lai Ổn, Hạt Hòa Thanh Gp Xuân Lộc;2;;2018-07-19 07:08:40;;0
566;4467;19/07/2018;Gx Lai Ổn, Hạt Hòa Thanh Gp Xuân Lộc;2;;2018-07-19 07:08:40;;0
567;4478;19/07/2018;Gx Lai Ổn, Hạt Hòa Thanh Gp Xuân Lộc;2;;2018-07-19 07:08:41;;0
568;4942;;Lộ Đức, Hạt Hòa Thanh, Gp Xuân Lộc;1;;2018-07-28 10:58:42;;0
569;4944;;Quảng Biên, Hạt Phú Thịnh, Gp Xuân Lộc;1;;2018-08-01 17:17:32;;0
570;4961;;Gx Tiên Chu, Gh Hòa Thanh, Gp Xuân Lộc;1;;2018-08-23 06:59:08;;0
571;4964;;Gx Thái Hòa, Gh Hòa Thanh;1;;2018-08-25 22:08:11;;0
572;4873;;La Ngà, Gp Xuân Lộc;1;;2018-08-29 08:21:52;;0
573;936;03/09/2018;Gx Hà Nội, Hạt Hố Nai, Gp Xuân Lộc;2;;2018-09-03 06:54:13;;0
574;937;03/09/2018;Gx Hà Nội, Hạt Hố Nai, Gp Xuân Lộc;2;;2018-09-03 06:54:13;;0
575;938;03/09/2018;Gx Hà Nội, Hạt Hố Nai, Gp Xuân Lộc;2;;2018-09-03 06:54:13;;0
576;939;03/09/2018;Gx Hà Nội, Hạt Hố Nai, Gp Xuân Lộc;2;;2018-09-03 06:54:13;;0
577;2207;06/09/2018;Gx Rạch Giá, Hạt Kiên Giang, Gp Long Xuyên;2;;2018-09-06 07:40:08;;0
578;2208;06/09/2018;Gx Rạch Giá, Hạt Kiên Giang, Gp Long Xuyên;2;;2018-09-06 07:40:08;;0
579;2209;06/09/2018;Gx Rạch Giá, Hạt Kiên Giang, Gp Long Xuyên;2;;2018-09-06 07:40:08;;0
580;2210;06/09/2018;Gx Rạch Giá, Hạt Kiên Giang, Gp Long Xuyên;2;;2018-09-06 07:40:09;;0
581;2211;06/09/2018;Gx Rạch Giá, Hạt Kiên Giang, Gp Long Xuyên;2;;2018-09-06 07:40:09;;0
