MaDotBiTich;MaGiaoDan;GhiChu;UpdateDate;MaGiaoXuRieng;DeleteClient
24;2;;2018/10/30 21:46:48;1221;0
25;2;;2018/10/30 21:49:11;1221;0
26;2;;2018/10/30 21:52:51;1221;0
27;2;;2018/10/30 22:03:21;1221;0
28;2;;2018/10/30 22:03:48;1221;0
29;2;;2018/10/30 22:05:26;1221;0
30;2;;2018/10/30 22:06:29;1221;0
31;2;;2018/10/30 22:06:59;1221;0
32;2;;2018/10/30 22:08:05;1221;0
