MaGiaoHat;MaGiaoPhan;TenGiaoHat;GhiChu;MaGiaoHatRieng;UpdateDate;MaGiaoXuRieng;DeleteClient
1;1;Bắc Giang;;725;2018/10/29 11:17:15;1221;0
