MaGiaDinh;MaGiaoDan;VaiTro;ChuHo;UpdateDate;MaGiaoXuRieng
1;1;2;False;2018/09/24 06:59:50;1221
1;2;2;False;2018/09/24 06:59:50;1221
1;3;0;True;2018/09/24 06:59:50;1221
